Enseigne;Adresse;Nombre Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Coordonnees;Commune;Nom du département;Nom de la région;Commentaires;Nom de la borne
Révéo;Plan Du Negue Cat 34970 LATTES;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.590436,3.933365;Lattes;HERAULT;OCCITANIE;;B4946
Révéo;Rue Georges Méliès 34000 MONTPELLIER;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.60479,3.919531665;Montpellier;HERAULT;OCCITANIE;;B4947
Révéo;Rue De La Billiere 34660 COURNONSEC;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.5511268,3.7146539;Cournonsec;HERAULT;OCCITANIE;;B4948
Révéo;Rue La Titien 34000 MONTPELLIER;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.605456,3.91156;Montpellier;HERAULT;OCCITANIE;;B4949
Révéo;Zac Descartes 34880 LAVERUNE;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.59107,3.798483;Lavérune;HERAULT;OCCITANIE;;B4950
Révéo;Avenue De L'Europe 34830 CLAPIERS;4;22.0;T3 - EF;payant;24/24 7/7 jours;43.661101,3.900593;Clapiers;HERAULT;OCCITANIE;;B4951
Révéo;Rond Point De L'Europe 34430 SAINT JEAN DE VEDAS;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.57106,3.838346;Saint-Jean-de-Védas;HERAULT;OCCITANIE;;B4952
Pass pass electrique;rue du Contour de l'église, Sainghin en Mélantois;2;18.0;T3 - EF;payant;24/24 7/7 jours;50.58896,3.167262;Sainghin-en-Mélantois;NORD;HAUTS-DE-FRANCE;;B4953
MOBILOIRE;14 rue alexandre raffin;2;22.0;T3 - EF;payant;24/24 7/7 jours;46.033009,4.067195;Roanne;LOIRE;AUVERGNE-RHONE-ALPES;;B4954
MOBILOIRE;rue pierre semard;2;22.0;T3 - EF;payant;24/24 7/7 jours;46.037708,4.063425;Roanne;LOIRE;AUVERGNE-RHONE-ALPES;;B4955
MOBILOIRE;rue de la briqueterie;2;22.0;T3 - EF;payant;24/24 7/7 jours;45.424274,4.32186;Roche-la-Molière;LOIRE;AUVERGNE-RHONE-ALPES;;B4956
MOBILOIRE;rue victor hugo;2;22.0;T3 - EF;payant;24/24 7/7 jours;45.645691,4.258484;Saint-André-le-Puy;LOIRE;AUVERGNE-RHONE-ALPES;;B4957
borneplus;Rue Du Ballon 68300 SAINT-LOUIS;2;7.0;T3 - EF;payant;24/24 7/7 jours;47.590753,7.5540214;Saint-Louis;HAUT-RHIN;GRAND EST;;B4958
borneplus;Place De L'Ancien Hotel De Ville 68330 HUNINGUE;2;22.0;T3 - EF;payant;24/24 7/7 jours;47.591991,7.582926;Huningue;HAUT-RHIN;GRAND EST;;B4959
borneplus;Rue Du Ballon 68300 SAINT-LOUIS;2;7.0;T3 - EF;payant;24/24 7/7 jours;47.590753,7.5540214;Saint-Louis;LA REUNION;LA REUNION;;B4960
borneplus;Rue Du Ballon 68300 SAINT-LOUIS;2;7.0;T3 - EF;payant;24/24 7/7 jours;47.590753,7.5540214;Saint-Louis;HAUT-RHIN;GRAND EST;;B4961
MOBILOIRE;24 rue de lyon;2;22.0;T3 - EF;payant;24/24 7/7 jours;45.606897,4.082924;Savigneux;AIN;AUVERGNE-RHONE-ALPES;;B4962
Ecar18;Rue des Gobbiers - 18340 PLAIMPIED GIVAUDINS;1;18.0;T3 - EF;payant;24/24 7/7 jours;46.9980069,2.4522788;Plaimpied-Givaudins;CHER;CENTRE-VAL DE LOIRE;;B4963
Ecar18;Rue Edmond Jongleux - 18000 BOURGES;1;18.0;T3 - EF;payant;24/24 7/7 jours;47.0771742,2.3904936;Bourges;CHER;CENTRE-VAL DE LOIRE;;B4964
Ecar18;Parking de la poste - 18190 CHATEAUNEUF SUR CHER;1;18.0;T3 - EF;payant;24/24 7/7 jours;46.85747,2.3192016;Châteauneuf-sur-Cher;CHER;CENTRE-VAL DE LOIRE;;B4965
Ecar18;Avenue du General de Gaulle - 18230 SAINT-DOULCHARD;1;18.0;T3 - EF;payant;24/24 7/7 jours;47.1012245,2.3731237;Saint-Doulchard;CHER;CENTRE-VAL DE LOIRE;;B4966
Ecar18;Parking Anatole France - 18000 BOURGES;1;18.0;T3 - EF;payant;24/24 7/7 jours;47.0818529,2.4030391;Bourges;CHER;CENTRE-VAL DE LOIRE;;B4967
Ecar18;Route de Bourges - 18220 LE AIX D ANGILLON;1;18.0;T3 - EF;payant;24/24 7/7 jours;47.1950266,2.5656172;Les Aix-d'Angillon;CHER;CENTRE-VAL DE LOIRE;;B4968
Ecar18;Route de Chevaise - 18260 VAILLY SUR SAULDRE;1;18.0;T3 - EF;payant;24/24 7/7 jours;47.4583069,2.6508327;Vailly-sur-Sauldre;CHER;CENTRE-VAL DE LOIRE;;B4969
Ecar18;Place Fernand Micouraud - 18100 VIERZON;1;18.0;T3 - EF;payant;24/24 7/7 jours;47.221537,2.0691079;Vierzon;CHER;CENTRE-VAL DE LOIRE;;B4970
Morbihan énergies;Rue Maurice Thorez 56100 Lorient;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.739971,-3.393552;Lorient;MORBIHAN;BRETAGNE;;B4971
Morbihan énergies;Saint Colombier 56370 Sarzeau;2;43.0;T3 - EF;gratuit;24/24 7/7 jours;47.54681,-2.721365;Sarzeau;MORBIHAN;BRETAGNE;;B4972
MAMP;Allée Henri Barbusse 13270 FOS-SUR-MER;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.454421,4.944231;Fos-sur-Mer;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;;B4973
MAMP;Place André Leblanc 13350 CHARLEVAL;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.719609,5.246711;Charleval;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;;B4974
Paris Aéroports;Parking PCD, Aéroport de Roissy-CDG;2;3.7;T3 - EF;Gratuit;24/24 7/7 jours;49.003828,2.566858;Tremblay-en-France;SEINE-SAINT-DENIS;ILE-DE-FRANCE;;B4975
Paris Aéroports;Parking P1, Aéroport de Roissy-CDG;2;3.7;T3 - EF;Gratuit;24/24 7/7 jours;49.01387,2.541442;Mauregard;SEINE-ET-MARNE;ILE-DE-FRANCE;;B4976
Paris Aéroports;Parking PG, Aéroport de Roissy-CDG;2;3.7;T3 - EF;Gratuit;24/24 7/7 jours;49.005505,2.605804;Mitry-Mory;SEINE-ET-MARNE;ILE-DE-FRANCE;;B4977
Paris Aéroports;Parking PEF, Aéroport de Roissy-CDG;2;3.7;T3 - EF;Gratuit;24/24 7/7 jours;49.004442,2.576883;Le Mesnil-Amelot;SEINE-ET-MARNE;ILE-DE-FRANCE;;B4978
Paris Aéroports;Parking P1, Aéroport de Roissy-CDG;2;3.7;T3 - EF;Gratuit;24/24 7/7 jours;49.01387,2.541442;Mauregard;SEINE-ET-MARNE;ILE-DE-FRANCE;;B4979
WiiiZ;Allée du Parc;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.616841,6.971394;Mougins;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B4980
wiiiz;Avenue de la Mer;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.534257,6.945192;Mandelieu-la-Napoule;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B4981
wiiiz;Rue des Moulières;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.577525,7.016371;Le Cannet;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B4982
wiiiz;Avenue du docteur Picaud;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.550552,7.002274;Cannes;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B4983
Alizé Liberté;Quai De La Roya 6550 FONTAN;2;22.0;T3 - EF;payant;24/24 7/7 jours;44.002431,7.554498;Fontan;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B4984
Alizé Liberté;Avenue Princesse Grace 6190 ROQUEBRUNE CAP MARTIN;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.751828,7.438363;Roquebrune-Cap-Martin;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B4985
WiiiZ;Boulervard Alex Rouberts;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.685255,7.099003;La Colle-sur-Loup;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B4986
borneplus;Avenue des Massettes, 73000 Challes-les-Eaux;2;18.0;T3 - EF;payant;24/24 7/7 jours;45.545721,5.971748;Challes-les-Eaux;SAVOIE;AUVERGNE-RHONE-ALPES;;B4987
move in pure;"Place Jules Mouton
4, rue des Tuileries";2;50.0;T3 - EF;payant;24/24 7/7 jours;45.5902,4.77033;Givors;RHONE;AUVERGNE-RHONE-ALPES;;B4988
Alizé Liberté;Rn 98 83160 LA VALETTE DU VAR;8;22.0;T3 - EF;payant;24/24 7/7 jours;43.142785,6.016314;La Valette-du-Var;VAR;PROVENCE-ALPES-COTE D'AZUR;;B4989
cchvc.clem.mobi;5 Rue Ditte, Saint Rémy-lès-Chevreuse;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.703298,2.071103;Saint-Rémy-lès-Chevreuse;YVELINES;ILE-DE-FRANCE;;B4990
Alizé Liberté;Rue Gutemberg 44980 SAINTE LUCE SUR LOIRE;6;22.0;T3 - EF;payant;24/24 7/7 jours;47.26628585,-1.483519077;Sainte-Luce-sur-Loire;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE;;B4991
Révéo;Chemin Du Rouquet 46090 MERCUES;8;36.0;T3 - EF;payant;24/24 7/7 jours;44.495255,1.386206;Mercuès;LOT;OCCITANIE;;B4992
Révéo;La Fontanelle 46600 MARTEL;8;36.0;T3 - EF;payant;24/24 7/7 jours;44.935797,1.6067554;Martel;LOT;OCCITANIE;;B4993
Révéo;D673, Place de la Victoire proche Chemin du Touron 46250 CAZALS;4;4.0;T3 - EF;payant;24/24 7/7 jours;44.645156,1.224648;Cazals;LOT;OCCITANIE;;B4994
Révéo;Le lac 46300 LE VIGAN;4;36.0;T3 - EF;payant;24/24 7/7 jours;44.742531,1.442437;Le Vigan;LOT;OCCITANIE;;B4995
Révéo;La Fontanelle 46600 MARTEL;8;4.0;T3 - EF;payant;24/24 7/7 jours;44.935797,1.6067554;Martel;LOT;OCCITANIE;;B4996
Révéo;Le lac 46300 LE VIGAN;4;4.0;T3 - EF;payant;24/24 7/7 jours;44.742531,1.442437;Le Vigan;GARD;OCCITANIE;;B4997
Révéo;Place de la mairie 46700 DURAVEL;4;4.0;T3 - EF;payant;24/24 7/7 jours;44.516632,1.081781;Duravel;LOT;OCCITANIE;;B4998
Révéo;Parking des jardins 46100 CAPDENAC LE HAUT;8;36.0;T3 - EF;payant;24/24 7/7 jours;44.582002,2.07055;Capdenac;LOT;OCCITANIE;;B4999
Révéo;D673 Lieu dit L'hospitalet 46500 RoCAMADOUR;8;36.0;T3 - EF;payant;24/24 7/7 jours;44.805323,1.626287;Rocamadour;LOT;OCCITANIE;;B5000
Révéo;Quai du vert 46150 CATUS;8;36.0;T3 - EF;payant;24/24 7/7 jours;44.555677,1.33507;Catus;LOT;OCCITANIE;;B5001
Révéo;Parking Jean Jaurès 46100 FIGEAC;8;4.0;T3 - EF;payant;24/24 7/7 jours;44.606428,2.029835;Figeac;LOT;OCCITANIE;;B5002
Révéo;Rue de Dunant 46700 PUY L'EVEQUE;8;4.0;T3 - EF;payant;24/24 7/7 jours;44.505606,1.135491;Puy-l'Évêque;LOT;OCCITANIE;;B5003
Révéo;Place du foirail 46700 GOURDON;8;4.0;T3 - EF;payant;24/24 7/7 jours;44.735268,1.386005;Gourdon;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;;B5004
Révéo;Place de l'église 46200 LACAVE;4;4.0;T3 - EF;payant;24/24 7/7 jours;44.844997,1.557049;Lacave;ARIEGE;OCCITANIE;;B5005
Révéo;Quai du vert 46150 CATUS;8;36.0;T3 - EF;payant;24/24 7/7 jours;44.555677,1.33507;Catus;LOT;OCCITANIE;;B5006
MOBILOIRE;place jean rist;2;22.0;T3 - EF;payant;24/24 7/7 jours;45.389269,4.266426;Fraisses;LOIRE;AUVERGNE-RHONE-ALPES;;B5007
Révéo;Avenue Des Platanes 34310 MONTADY;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.3318722,3.122169444;Montady;HERAULT;OCCITANIE;;B5008
Révéo;Rue Du Pont Suspendu 34600 LE POUJOL SUR ORB;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.5787417,3.062286111;Le Poujol-sur-Orb;HERAULT;OCCITANIE;;B5009
Révéo;Aeroport Tarbes-Lourdes Pyrhénées 65290 JUILLAN;6;7.0;T3 - EF;payant;24/24 7/7 jours;43.187028,0.00314;Juillan;HAUTES-PYRENEES;OCCITANIE;;B5010
Révéo;Aeroport Tarbes-Lourdes Pyrhénées 65290 JUILLAN;6;7.0;T3 - EF;payant;24/24 7/7 jours;43.187028,0.00314;Juillan;HAUTES-PYRENEES;OCCITANIE;;B5011
Révéo;Avenue Des Châtaigners 65150 SAINT LAURENT DE NESTE;2;18.0;T3 - EF;payant;24/24 7/7 jours;43.08026,0.48102;Saint-Laurent-de-Neste;HAUTES-PYRENEES;OCCITANIE;;B5012
Révéo;Place Brauhauban 65000 TARBES;4;18.0;T3 - EF;payant;24/24 7/7 jours;43.231295,0.074886;Tarbes;HAUTES-PYRENEES;OCCITANIE;;B5013
Révéo;Place du Foirial 65200 BAGNERES DE BIGORRE;2;18.0;T3 - EF;payant;24/24 7/7 jours;43.06825,0.15511;Bagnères-de-Bigorre;HAUTES-PYRENEES;OCCITANIE;;B5014
E Born;Place du Chambon 07330 MAYRES;2;43.0;T3 - EF;payant;24/24 7/7 jours;44.666337,4.111274;Mayres;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;;B5015
E Born;Le Village 07700 BIDON;2;22.0;T3 - EF;payant;24/24 7/7 jours;44.366203,4.534159;Bidon;ARDECHE;AUVERGNE-RHONE-ALPES;;B5016
E Born;Place de la Mairie 07100 ROIFFIEUX;2;22.0;T3 - EF;payant;24/24 7/7 jours;45.22726404,4.65860545;Roiffieux;ARDECHE;AUVERGNE-RHONE-ALPES;;B5017
E Born;Place Des Mineurs 07000 ST PRIEST;2;22.0;T3 - EF;payant;24/24 7/7 jours;44.720654,4.574741;Saint-Priest;RHONE;AUVERGNE-RHONE-ALPES;;B5018
E Born;Quartier Ratiere 07150 VALLON PONT D ARC;2;22.0;T3 - EF;payant;24/24 7/7 jours;44.406231,4.39753;Vallon-Pont-d'Arc;ARDECHE;AUVERGNE-RHONE-ALPES;;B5019
E Born;Place de Chantoisel 07320 ST AGREVE;2;22.0;T3 - EF;payant;24/24 7/7 jours;45.009944,4.393722;Saint-Agrève;ARDECHE;AUVERGNE-RHONE-ALPES;;B5020
E Born;Village Nord 07310 ST MARTIAL;2;22.0;T3 - EF;payant;24/24 7/7 jours;44.867287,4.274825;Saint-Martial;CANTAL;AUVERGNE-RHONE-ALPES;;B5021
E Born;Place Predon 07270 LAMASTRE;2;43.0;T3 - EF;payant;24/24 7/7 jours;44.987033,4.579775;Lamastre;ARDECHE;AUVERGNE-RHONE-ALPES;;B5022
Révéo;Avenue De La Gare 9240 LA BASTIDE DE SEROU;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.012886,1.429564;La Bastide-de-Sérou;ARIEGE;OCCITANIE;;B5023
Révéo;Place Sainte Helene 9100 PAMIERS;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.115495,1.614939;Pamiers;ARIEGE;OCCITANIE;;B5024
Révéo;Mairie Route De Beille 9310 LES CABANNES;2;22.0;T3 - EF;payant;24/24 7/7 jours;42.784878,1.686091;Les Cabannes;TARN;OCCITANIE;;B5025
Révéo;Parking Lotissement Du Collège, Chemin Couloumié 9270 MAZERES;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.243827,1.675962;Mazères;GIRONDE;NOUVELLE-AQUITAINE;;B5026
Révéo;Allee De L'Ecole 9600 DUN;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.026115,1.799727;Dun;ARIEGE;OCCITANIE;;B5027
Révéo;52 Route Nationale 9330 MONTGAILHARD;2;22.0;T3 - EF;payant;24/24 7/7 jours;42.9337,1.634;Montgaillard;TARN-ET-GARONNE;OCCITANIE;;B5028
Révéo;Lenclos 9230 SAINTE CROIX VOLVESTRE;2;22.0;T3 - EF;payant;24/24 7/7 jours;43.127138,1.170988;Sainte-Croix-Volvestre;ARIEGE;OCCITANIE;;B5029
La borne �lectrique;Parking Kruguel - 29098 Lampaul Plouarzel;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.448739,-4.763851;Lampaul-Plouarzel;FINISTERE;BRETAGNE;;B5030
La borne �lectrique;Rue des Abb�s Tanguy - 29217 Pont-Aven;2;22.0;T3 - EF;payant;24/24 7/7 jours;47.856599,-3.752675;Pont-Aven;FINISTERE;BRETAGNE;;B5031
La borne �lectrique;Place de la mairie - 29049 Elliant;2;22.0;T3 - EF;payant;24/24 7/7 jours;47.996417,-3.890571;Elliant;FINISTERE;BRETAGNE;;B5032
La borne �lectrique;Corniche de la plage - 29006 B�nodet;2;22.0;T3 - EF;payant;24/24 7/7 jours;47.871058,-4.102163;Bénodet;FINISTERE;BRETAGNE;;B5033
La borne �lectrique;Rue du Docteur Morvan - 29117 Lannilis;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.5704,-4.523303;Lannilis;FINISTERE;BRETAGNE;;B5034
La borne �lectrique;Rue du Prieur� - 29134 Locronan;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.098169,-4.211968;Locronan;FINISTERE;BRETAGNE;;B5035
La borne �lectrique;Place Charles de Gaulle - 29162 Pleyben;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.225706,-3.96946;Pleyben;FINISTERE;BRETAGNE;;B5036
La borne �lectrique;Saint Eloi - 29179 Ploudaniel;2;50.0;T3 - EF;payant;24/24 7/7 jours;48.482339,-4.289706;Ploudaniel;FINISTERE;BRETAGNE;;B5037
La borne �lectrique;Place Winston Churchill - 29233 Quimperl�;2;22.0;T3 - EF;payant;24/24 7/7 jours;47.868786,-3.552238;Quimperlé;FINISTERE;BRETAGNE;;B5038
La borne �lectrique;Rue de l'Europe - 29221 Porspoder;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.513308,-4.764534;Porspoder;FINISTERE;BRETAGNE;;B5039
La borne �lectrique;Place Park An Illis - 29266 Saint-Th�gonnec;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.521504,-3.946134;Saint-Thégonnec Loc-Eguiner;FINISTERE;BRETAGNE;;B5040
La borne �lectrique;Place des f�tes - 29226 Poullan-sur-Mer;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.081154,-4.414775;Poullan-sur-Mer;FINISTERE;BRETAGNE;;B5041
La borne �lectrique;Aire de covoiturage Le Pouillot - 29026 Ch�teaulin;1;22.0;T3 - EF;payant;24/24 7/7 jours;48.215912,-4.050734;Châteaulin;FINISTERE;BRETAGNE;;B5042
La borne �lectrique;Place de la Mairie - 29254 Saint-Martin-des-Champs;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.575382,-3.843491;Saint-Martin-des-Champs;CHER;CENTRE-VAL DE LOIRE;;B5043
La borne �lectrique;Rue Guillaume Lozach - 29207 Plourin L�s Morlaix;2;22.0;T3 - EF;payant;24/24 7/7 jours;48.5343440317,-3.79071619692;Plourin-lès-Morlaix;FINISTERE;BRETAGNE;;B5044
Watt else?;Parking Merlasse - Rue Sainte-Marie - 65100 Lourdes;2;18.0;T3 - EF;gratuit;24/24 7/7 jours;43.09586,-0.05541;Lourdes;HAUTES-PYRENEES;OCCITANIE;;B5045
Watt else?;Téléport 2 - D516 - 65290 Juillan;2;18.0;T3 - EF;gratuit;24/24 7/7 jours;43.187355,0.007727;Juillan;HAUTES-PYRENEES;OCCITANIE;;B5046
Watt else?;Thermes St Sauveur - 65120 LUZ SAINT SAUVEUR;2;18.0;T3 - EF;gratuit;24/24 7/7 jours;42.86302,-0.01095;Luz-Saint-Sauveur;HAUTES-PYRENEES;OCCITANIE;;B5047
SDE76;Delamare Debouteville;2;22.0;T3 - EF;payant;24/24 7/7 jours;49.56454,1.164542;Fontaine-le-Bourg;SEINE-MARITIME;NORMANDIE;;B5048
SDE76;Rue des halles;2;22.0;T3 - EF;payant;24/24 7/7 jours;49.640571,0.222402;Gonneville-la-Mallet;SEINE-MARITIME;NORMANDIE;;B5049
SDE76;Route de Saint Romain;2;22.0;T3 - EF;payant;24/24 7/7 jours;49.528097,0.411832;La Remuée;SEINE-MARITIME;NORMANDIE;;B5050
SDE76;Route de Dieppe;2;22.0;T3 - EF;payant;24/24 7/7 jours;49.814997,1.172183;Torcy-le-Petit;SEINE-MARITIME;NORMANDIE;;B5051
SDE76;Grand' Rue;2;22.0;T3 - EF;payant;24/24 7/7 jours;49.565649,0.25592;Manéglise;SEINE-MARITIME;NORMANDIE;;B5052
SDE76;IMPASSE DE L’EGLISE;2;22.0;T3 - EF;payant;24/24 7/7 jours;49.46383056,1.51535833;La Feuillie;MANCHE;NORMANDIE;;B5053
SDE76;Pierre MAUGER;2;22.0;T3 - EF;payant;24/24 7/7 jours;49.56454,1.164542;Fontaine-le-Bourg;SEINE-MARITIME;NORMANDIE;;B5054
SDE76;Rue des ligueurs;2;22.0;T3 - EF;payant;24/24 7/7 jours;49.95045,1.16411;Petit-Caux;SEINE-MARITIME;NORMANDIE;;B5055
SDE76;rue Gaston de Beauvoir;2;22.0;T3 - EF;payant;24/24 7/7 jours;49.71971667,0.78748889;Doudeville;SEINE-MARITIME;NORMANDIE;;B5056
SDEA10;4 D23 10190 CHENNEGY;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.225196,3.854229;Chennegy;AUBE;GRAND EST;;B5057
SDEA10;3 Place Collaverdey 10150 CHARMONT SOUS BARBUISE;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.408332,4.17291;Charmont-sous-Barbuise;AUBE;GRAND EST;;B5058
SDEA10;1 Rue de la Libération 10290 AVON LA PEZE;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.388611,3.65457;Avon-la-Pèze;AUBE;GRAND EST;;B5059
SDEA10;3 Rue de la Gare 10700 HERBISSE;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.624835,4.111696;Herbisse;AUBE;GRAND EST;;B5060
SDEA10;2 Place René Pietremont 10140 AMANCE;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.297775,4.51705;Amance;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;;B5061
SDEA10;1 Rue de l'Enfer 10700 TORCY LE PETIT;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.531443,4.194289;Torcy-le-Petit;AUBE;GRAND EST;;B5062
SDEA10;16 Rue de l'Union 10100 ROMILLY SUR SEINE;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.51718,3.727069;Romilly-sur-Seine;AUBE;GRAND EST;;B5063
SDEA10;1 Place du centre 10170 LES GRANDES CHAPELLES;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.465158,4.016524;Les Grandes-Chapelles;AUBE;GRAND EST;;B5064
SDEA10;2 Rue de Sainte Catherine 10260 SAINT PARRES LES VAUDES;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.1705744,4.2163563;Saint-Parres-lès-Vaudes;AUBE;GRAND EST;;B5065
SDEA10;32 Route Nationale 60 10160 VULAINES;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.233623,3.624693;Vulaines;AUBE;GRAND EST;;B5066
SDEA10;5 Grande Rue 10700 GRANDVILLE;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.592374,4.232003;Grandville;AUBE;GRAND EST;;B5067
E Born;Parking Comette Jouvet 26000 VALENCE;2;22.0;T3 - EF;payant;24/24 7/7 jours;44.92895,4.883411;Valence;TARN-ET-GARONNE;OCCITANIE;;B5068
Morbihan énergies;Route des Plages 56520 Guidel;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.772376,-3.526174;Guidel;MORBIHAN;BRETAGNE;;B5069
Morbihan énergies;Rue du Condé 56160 Guémené-sur-Scorff;2;20.0;T3 - EF;gratuit;24/24 7/7 jours;48.066944,-3.207056;Guémené-sur-Scorff;MORBIHAN;BRETAGNE;;B5070
Morbihan énergies;Rue du Tostal 56250 Vraie-Croix;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.688679,-2.54198;La Vraie-Croix;MORBIHAN;BRETAGNE;;B5071
Morbihan énergies;Rue Jean Le Bris 56160 Locmalo;2;18.0;T3 - EF;payant;24/24 7/7 jours;48.070927,-3.188811;Locmalo;MORBIHAN;BRETAGNE;;B5072
Morbihan énergies;Rue des Martyrs de la Résistance 56420 Plumelec;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.838044,-2.641815;Plumelec;MORBIHAN;BRETAGNE;;B5073
Morbihan énergies;Place de Bretagne 56000 Vannes;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.66149,-2.760517;Vannes;MORBIHAN;BRETAGNE;;B5074
Morbihan énergies;Cours des Quais 56470 Trinité-sur-Mer;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.589297,-3.029185;La Trinité-sur-Mer;MORBIHAN;BRETAGNE;;B5075
Morbihan énergies;Place du Docteur Jean Queinnec 56140 Malestroit;2;20.0;T3 - EF;gratuit;24/24 7/7 jours;47.809912,-2.384419;Malestroit;MORBIHAN;BRETAGNE;;B5076
Morbihan énergies;Rue de la Mairie 56350 Saint-Perreux;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.667242,-2.106252;Saint-Perreux;MORBIHAN;BRETAGNE;;B5077
Morbihan énergies;Rue du Pont Douar 56400 Brech;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.720345,-2.999055;Brech;MORBIHAN;BRETAGNE;;B5078
Morbihan énergies;Rue de la Bouie 56140 Saint-Marcel;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.803188,-2.418437;Saint-Marcel;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;;B5079
Morbihan énergies;Rue des Rosiers 56120 Guégon;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.93859,-2.563301;Guégon;MORBIHAN;BRETAGNE;;B5080
Morbihan énergies;Plessis d'Arradon 56610 Arradon;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.626913,-2.823731;Arradon;MORBIHAN;BRETAGNE;;B5081
Morbihan énergies;Rue des Korrigans 56340 Carnac;2;18.0;T3 - EF;payant;24/24 7/7 jours;47.5846,-3.07873;Carnac;MORBIHAN;BRETAGNE;;B5082
Révéo;Aeroport Tarbes-Lourdes Pyrhénées 65290 JUILLAN;6;18.0;T3 - EF;payant;24/24 7/7 jours;43.187028,0.00314;Juillan;HAUTES-PYRENEES;OCCITANIE;;B5083
Révéo;Parking Carrefour Market 65170 BOURISP;2;18.0;T3 - EF;payant;24/24 7/7 jours;42.82758,0.33408;Bourisp;HAUTES-PYRENEES;OCCITANIE;;B5084
E Born;Place des D?port?s et R?sistants 38260 LA FRETTE;2;22.0;T3 - EF;payant;24/24 7/7 jours;45.390751,5.361982;La Frette;ISERE;AUVERGNE-RHONE-ALPES;;B5085
VIRTA;Mail Pierre Sudreau - 41000 Blois;1;18.0;T3 - EF;payant;24/24 7/7 jours;47.588846,1.340285;Blois;LOIR-ET-CHER;CENTRE-VAL DE LOIRE;;B5086
VIRTA;Rue des Cormiers - 41120 Chailles;1;18.0;T3 - EF;payant;24/24 7/7 jours;47.5297222,1.3069444;Chailles;LOIR-ET-CHER;CENTRE-VAL DE LOIRE;;B5087
