Enseigne;Adresse;Nombre Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Coordonnees;Commune;Nom du département;Nom de la région;Commentaires;Nom de la borne
VIRTA;Chemin du Pont Félicie - 37420 RIGNY USSE;1;18.0;semi-rapide;payant;24/24 7/7 jours;47.252928,0.299326;Rigny-Ussé;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B7618
VIRTA;Place de la Mairie - 37340 GIZEUX;1;18.0;semi-rapide;payant;24/24 7/7 jours;47.392532,0.196334;Gizeux;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B7619
VIRTA;place de l'église - 37210 PARCAY MESLAY;1;18.0;semi-rapide;payant;24/24 7/7 jours;47.441886,0.745838;Parçay-Meslay;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B7620
VIRTA;Parking du stade - 37390 ST ROCH;1;18.0;semi-rapide;payant;24/24 7/7 jours;47.443652,0.578016;Saint-Roch;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B7621
VIRTA;Parking rue du Stade - 37600 ST HIPPOLYTE;1;18.0;semi-rapide;payant;24/24 7/7 jours;47.057907,1.101471;Saint-Hippolyte;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B7622
VIRTA;Place du 8 Mai - 37150 LUZILLE;1;18.0;semi-rapide;payant;24/24 7/7 jours;47.260997,1.060857;Luzillé;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B7623
VIRTA;Parking du stade - 37390 ST ROCH;1;18.0;semi-rapide;payant;24/24 7/7 jours;47.443652,0.578016;Saint-Roch;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B7624
VIRTA;Place Adolphe Langlois - 37130 LIGNIERES DE TOURAINE;1;18.0;semi-rapide;payant;24/24 7/7 jours;47.297864,0.417;Lignières-de-Touraine;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B7625
VIRTA;Rue du 19 mars 1962 - 37290 CHARNIZAY;1;18.0;semi-rapide;payant;24/24 7/7 jours;46.913225,0.985279;Charnizay;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE;;B7626
SIEML;Place Des Halles 49220 VERN D'ANJOU;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.60009,-0.83459;Erdre-en-Anjou;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7627
SIEML;Parking Av De La Grange Aux Belles 49070 BEAUCOUZE;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.474972,-0.624794;Beaucouzé;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7628
SIEML;Place du Logis des Moines 49630 CORNE;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.471672,-0.350736;Loire-Authion;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7629
SIEML;Parking rue Jean Gallart 49650 ALLONNES;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.291658,0.021022;Allonnes;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7630
SIEML;Aire Co D768 49240 AVRILLE;3;50.0;semi-rapide;payant;24/24 7/7 jours;47.51396,-0.61754;Avrillé;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7631
SIEML;Rue De La Loire 49170 SAINT GERMAIN DES PRES;3;43.0;semi-rapide;payant;24/24 7/7 jours;47.4096558,-0.8330849;Saint-Germain-des-Prés;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7632
SIEML;Bd De La Marianne 49000 ANGERS;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.45235,-0.525074;Angers;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7633
SIEML;Parking Alphonse Loubat 49240 AVRILLE;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.505249,-0.588673;Avrillé;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7634
SIEML;Rue Du Commerce 49450 SAINT MACAIRE EN MAUGES;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.123098,-0.994046;Sèvremoine;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7635
SIEML;Place De La Mairie 49600 ANDREZE;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.171404,-0.954205;Beaupréau-en-Mauges;MAINE-ET-LOIRE;PAYS DE LA LOIRE;;B7636
Révéo;Rue Vincent Faïta 30000 NIMES;2;18.0;semi-rapide;payant;24/24 7/7 jours;43.846372,4.372324;Nîmes;GARD;OCCITANIE;;B7637
Révéo;Espace Lantaires 30250 SOMMIERES;2;18.0;semi-rapide;payant;24/24 7/7 jours;43.78132,4.086953;Sommières;GARD;OCCITANIE;;B7638
Révéo;Parking Ecole De Musique 30120 LE VIGAN;2;18.0;semi-rapide;payant;24/24 7/7 jours;43.990373,3.60805;Le Vigan;LOT;OCCITANIE;;B7639
Révéo;Parking Cours Aristide Briand 30150 ROQUEMAURE;2;18.0;semi-rapide;payant;24/24 7/7 jours;44.052753,4.779492;Roquemaure;TARN;OCCITANIE;;B7640
Révéo;Place De La Mairie 30330 SAINT PAUL LES FONTS;2;18.0;semi-rapide;payant;24/24 7/7 jours;44.08165,4.614051;Saint-Paul-les-Fonts;GARD;OCCITANIE;;B7641
Révéo;Avenue Des Mimosas 30340 SAINT JULIEN LES ROSIERS;2;18.0;semi-rapide;payant;24/24 7/7 jours;44.175194,4.10439;Saint-Julien-les-Rosiers;GARD;OCCITANIE;;B7642
SYDEV;Place Koh Chang 85160 SAINT JEAN DE MONT;2;18.0;semi-rapide;payant;24/24 7/7 jours;46.79002,-2.06061;Saint-Jean-de-Monts;VENDEE;PAYS DE LA LOIRE;;B7643
SYDEV;Boulevard Maréchal Leclerc 85000 LA ROCHE SUR YON;2;18.0;semi-rapide;payant;24/24 7/7 jours;46.672459,-1.43743;La Roche-sur-Yon;VENDEE;PAYS DE LA LOIRE;;B7644
SYDEV;Rue Des Terriers - Parking Super U 85120 LA CHATAIGNERAIE;3;50.0;semi-rapide;payant;24/24 7/7 jours;46.646595,-0.746495;La Châtaigneraie;VENDEE;PAYS DE LA LOIRE;;B7645
SYDEV;Rue De La Barre Raguideau 85630 BARBATRE;2;22.0;semi-rapide;payant;24/24 7/7 jours;46.941901,-2.176674;Barbâtre;VENDEE;PAYS DE LA LOIRE;;B7646
SYDEV;Place Du Champ De Foire - Rue de la Gare 85490 BENET;2;18.0;semi-rapide;payant;24/24 7/7 jours;46.36944,-0.59512;Benet;VENDEE;PAYS DE LA LOIRE;;B7647
SYDEV;Maison De Quartier, Saint André D'Ornay 85000 LA ROCHE SUR YON;2;18.0;semi-rapide;payant;24/24 7/7 jours;46.66589,-1.45374;La Roche-sur-Yon;VENDEE;PAYS DE LA LOIRE;;B7648
SYDEV;Place Raymond Dronneau 85600 SAINT GEORGES DE MONTAIGU;2;18.0;semi-rapide;payant;24/24 7/7 jours;46.947361,-1.29718;Montaigu-Vendée;VENDEE;PAYS DE LA LOIRE;;B7649
SYDEV;Quai Albert Prouteau - Port Olonna 85100 LES SABLES D'OLONNE;2;18.0;semi-rapide;payant;24/24 7/7 jours;46.50195,-1.79613;Les Sables-d'Olonne;VENDEE;PAYS DE LA LOIRE;;B7650
E Born;ZA sous la Roche 05800 ST FIRMIN;2;50.0;semi-rapide;payant;24/24 7/7 jours;44.774871,6.019441;Saint-Firmin;NIEVRE;BOURGOGNE-FRANCHE-COMTE;;B7651
E Born;Voie Communale 2 05310 LA ROCHE DE RAME;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.750171,6.580031;La Roche-de-Rame;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR;;B7652
Te61;Avenue Résidence du Lac, Coulonges-sur-Sarthe 61170;2;18.0;semi-rapide;Gratuit;24/24 7/7 jours;48.514183,0.361332;Coulonges-sur-Sarthe;ORNE;NORMANDIE;;B7653
Te61;Place du Musée, Dompierre 61700;2;18.0;semi-rapide;Gratuit;24/24 7/7 jours;48.63266,-0.551553;Dompierre;ORNE;NORMANDIE;;B7654
Te61;Rue de la Juiverie, La Perrière 61360;2;18.0;semi-rapide;Gratuit;24/24 7/7 jours;48.391057,0.445687;Belforêt-en-Perche;ORNE;NORMANDIE;;B7655
Morbihan énergies;Place de la Mairie 56390 Locqueltas;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.758191,-2.76628;Locqueltas;MORBIHAN;BRETAGNE;;B7656
Morbihan énergies;Giratoire d'Aucfer 56350 Rieux;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.631023,-2.101493;Rieux;MORBIHAN;BRETAGNE;;B7657
Morbihan énergies;Parking Kériolet 56400 Auray;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.668615,-2.98203;Auray;MORBIHAN;BRETAGNE;;B7658
Morbihan énergies;Rue des Roseaux 56680 Plouhinec;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.696366,-3.251559;Plouhinec;MORBIHAN;BRETAGNE;;B7659
Morbihan énergies;Rue Anne de Bretagne 56500 Radenac;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.961865,-2.713993;Radenac;MORBIHAN;BRETAGNE;;B7660
Morbihan énergies;Aire de Marzan 56130 Marzan;2;20.0;semi-rapide;gratuit;24/24 7/7 jours;47.529508,-2.305132;Marzan;MORBIHAN;BRETAGNE;;B7661
Morbihan énergies;Place du Docteur Jean Queinnec 56140 Malestroit;2;22.0;semi-rapide;gratuit;24/24 7/7 jours;47.809912,-2.384419;Malestroit;MORBIHAN;BRETAGNE;;B7662
Morbihan énergies;Rue du Stade 56500 Plumelin;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.861432,-2.886022;Plumelin;MORBIHAN;BRETAGNE;;B7663
Morbihan énergies;Rue de la Poste 56150 Saint-Barthélemy;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.92571,-3.04573;Saint-Barthélemy;MANCHE;NORMANDIE;;B7664
Morbihan énergies;Rue Général de Kerhué 56460 Sérent;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.82212,-2.507532;Sérent;MORBIHAN;BRETAGNE;;B7665
Morbihan énergies;Parking Port Tudy 56590 Groix;2;18.0;semi-rapide;gratuit;24/24 7/7 jours;47.641507,-3.448803;Groix;MORBIHAN;BRETAGNE;;B7666
Morbihan énergies;Rue Alain Gerbault 56000 Vannes;2;43.0;semi-rapide;gratuit;24/24 7/7 jours;47.665401,-2.73076;Vannes;MORBIHAN;BRETAGNE;;B7667
Morbihan énergies;Boulevard du Maréchal Joffre 56100 Lorient;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.751861,-3.364871;Lorient;MORBIHAN;BRETAGNE;;B7668
Morbihan énergies;Place de Bretagne 56000 Vannes;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.66149,-2.760517;Vannes;MORBIHAN;BRETAGNE;;B7669
Morbihan énergies;Place de la Mairie 56240 Lanvaudan;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.889343,-3.261518;Lanvaudan;MORBIHAN;BRETAGNE;;B7670
Morbihan énergies;Route de Vannes 56890 Meucon;2;18.0;semi-rapide;payant;24/24 7/7 jours;47.716287,-2.763716;Meucon;MORBIHAN;BRETAGNE;;B7671
Morbihan énergies;Quai des Récollets 56300 Pontivy;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.071378,-2.965144;Pontivy;MORBIHAN;BRETAGNE;;B7672
Révéo;Parking église rue de la fontaine 65310 LALOUBERE;2;18.0;semi-rapide;payant;24/24 7/7 jours;43.20586,0.07183;Laloubère;HAUTES-PYRENEES;OCCITANIE;;B7673
Révéo;Rue des chardons 65170 SAINT LARY SOULAN;2;18.0;semi-rapide;payant;24/24 7/7 jours;42.817575,0.323998;Saint-Lary-Soulan;HAUTES-PYRENEES;OCCITANIE;;B7674
Révéo;Parking Parc des expositions 65000 TARBES;4;18.0;semi-rapide;payant;24/24 7/7 jours;43.21888,0.08471;Tarbes;HAUTES-PYRENEES;OCCITANIE;;B7675
Révéo;Parking Melasse 65100 LOURDES;2;18.0;semi-rapide;payant;24/24 7/7 jours;43.09586,-0.05541;Lourdes;HAUTES-PYRENEES;OCCITANIE;;B7676
E Born;All?e des Platanes 26170 BUIS LES BARONNIES;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.277843,5.277503;Buis-les-Baronnies;DROME;AUVERGNE-RHONE-ALPES;;B7677
E Born;170 Rue Ferdinand Fert - 26110 NYONS;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.35214,5.118107;Nyons;DROME;AUVERGNE-RHONE-ALPES;;B7678
E Born;Parking Cerisiers Mistral 26110 NYONS;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.357458,5.127572;Nyons;DROME;AUVERGNE-RHONE-ALPES;;B7679
E Born;Place du Champs de Mars 26240 ST VALLIER;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.176935,4.81653;Saint-Vallier;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;;B7680
E Born;Les Sources 26240 ST UZE;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.184396,4.859351;Saint-Uze;DROME;AUVERGNE-RHONE-ALPES;;B7681
E Born;Parking Train Theatre 26800 PORTES LES VALENCE;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.875575,4.884008;Portes-lès-Valence;DROME;AUVERGNE-RHONE-ALPES;;B7682
E Born;Place des Gauds 26210 ST SORLIN EN VALLOIRE;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.291376,4.954134;Saint-Sorlin-en-Valloire;DROME;AUVERGNE-RHONE-ALPES;;B7683
E Born;Route de Nyons 26110 VINSOBRES;2;43.0;semi-rapide;payant;24/24 7/7 jours;44.329826,5.08223;Vinsobres;DROME;AUVERGNE-RHONE-ALPES;;B7684
E Born;Parking des Cornettes 26130 ST RESTITUT;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.33132,4.790972;Saint-Restitut;DROME;AUVERGNE-RHONE-ALPES;;B7685
E Born;Avenue Du Vercors 26240 ST BARTHELEMY DE VALS;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.170177,4.873418;Saint-Barthélemy-de-Vals;DROME;AUVERGNE-RHONE-ALPES;;B7686
E Born;Place Des Tilleuils 26210 LENS LESTANG;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.29267,5.041824;Lens-Lestang;DROME;AUVERGNE-RHONE-ALPES;;B7687
Révéo;D12 48310 BRION;2;18.0;semi-rapide;payant;24/24 7/7 jours;44.771602,3.045875;Brion;INDRE;CENTRE-VAL DE LOIRE;;B7688
Révéo;D12 48310 BRION;2;18.0;semi-rapide;payant;24/24 7/7 jours;44.771602,3.045875;Brion;LOZERE;OCCITANIE;;B7689
Révéo;Place Du Foirail 48200 SAINT CHELY D'APCHER;4;50.0;semi-rapide;payant;24/24 7/7 jours;44.802823,3.277401;Saint-Chély-d'Apcher;LOZERE;OCCITANIE;;B7690
Révéo;Avenue De La Gare 48190 BAGNOLS LES BAINS;2;18.0;semi-rapide;payant;24/24 7/7 jours;44.507266,3.662244;Mont Lozère et Goulet;LOZERE;OCCITANIE;;B7691
Ecocharge77;rue des Champs;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.3461829,2.6395283;Recloses;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7692
Ecocharge77;avenue de la libération;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.5425747,2.6403603;Le Mée-sur-Seine;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7693
Ecocharge77;Place Jean Jaurès;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.92673,2.859685;Mareuil-lès-Meaux;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7694
Ecocharge77;rue de l'église;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.5803653,2.5653149;Nandy;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7695
Ecocharge77;avenue Théodore Rousseau;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.521802,2.660926;La Rochette;ARDECHE;AUVERGNE-RHONE-ALPES;;B7696
Ecocharge77;place de l'église;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.6883844,3.0802053;Vaudoy-en-Brie;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7697
Ecocharge77;rue de Beaumont;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.243545,2.654417;Ormesson;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7698
Ecocharge77;rue de la planche Coutant;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.5031387,2.5618165;Boissise-le-Roi;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7699
Ecocharge77;rue de l'église;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.693841,3.343567;Cerneux;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7700
Ecocharge77;Place de l'église;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.3986509,3.1883269;Bazoches-lès-Bray;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7701
Ecocharge77;avenue Patton;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.5668579,3.3247435;Saint-Brice;ORNE;NORMANDIE;;B7702
Ecocharge77;rue des écoles;2;18.0;semi-rapide;payant;24/24 7/7 jours;48.571085,2.6646481;Voisenon;SEINE-ET-MARNE;ILE-DE-FRANCE;;B7703
Révéo;Place Du 1er Mai 81100 CASTRES;2;22.0;semi-rapide;payant;24/24 7/7 jours;43.601771,2.248724;Castres;TARN;OCCITANIE;;B7704
Révéo;Place Emile Grand 81130 CAGNAC LES MINES;2;18.0;semi-rapide;payant;24/24 7/7 jours;43.985898,2.1403;Cagnac-les-Mines;TARN;OCCITANIE;;B7705
Révéo;Place Auger Gaillard 81800 RABASTENS;2;18.0;semi-rapide;payant;24/24 7/7 jours;43.81928,1.72223;Rabastens;TARN;OCCITANIE;;B7706
Révéo;Place Du Languedoc 81300 GRAULHET;4;36.0;semi-rapide;payant;24/24 7/7 jours;43.762896,1.992784;Graulhet;TARN;OCCITANIE;;B7707
Révéo;Route de Toulouse 81100 CASTRES;8;43.0;semi-rapide;payant;24/24 7/7 jours;43.593266,2.217635;Castres;AISNE;HAUTS-DE-FRANCE;;B7708
Révéo;Place René Cassin 81500 LAVAUR;4;36.0;semi-rapide;payant;24/24 7/7 jours;43.696937,1.816416;Lavaur;TARN;OCCITANIE;;B7709
Révéo;Place Salvador Allende 81400 BLAYE LES MINES;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.02688,2.156141;Blaye-les-Mines;TARN;OCCITANIE;;B7710
Révéo;Place De La Mairie 81390 BRIATEXTE;2;18.0;semi-rapide;payant;24/24 7/7 jours;43.751908,1.908246;Briatexte;TARN;OCCITANIE;;B7711
Révéo;Av. de Saint Juéry 81000 ALBI;8;43.0;semi-rapide;payant;24/24 7/7 jours;43.933964,2.172788;Albi;TARN;OCCITANIE;;B7712
Révéo;Place De Castelnau 81260 BRASSAC;2;18.0;semi-rapide;payant;24/24 7/7 jours;43.630973,2.496328;Brassac;TARN-ET-GARONNE;OCCITANIE;;B7713
Révéo;Place Du Foirail Du Castelviel 81000 ALBI;2;22.0;semi-rapide;payant;24/24 7/7 jours;43.926755,2.13705;Albi;TARN;OCCITANIE;;B7714
Révéo;Boulevard Vittoz 81100 CASTRES;2;22.0;semi-rapide;payant;24/24 7/7 jours;43.603247,2.243432;Castres;AISNE;HAUTS-DE-FRANCE;;B7715
Révéo;Avenue Pasteur 81370 SAINT SULPICE LA POINTE;2;22.0;semi-rapide;payant;24/24 7/7 jours;43.773527,1.685712;Saint-Sulpice-la-Pointe;TARN;OCCITANIE;;B7716
Révéo;La Molière Haute 81200 MAZAMET LA MOLIERE;4;36.0;semi-rapide;payant;24/24 7/7 jours;43.50005,2.384266;Mazamet;TARN;OCCITANIE;;B7717
IRVE SDEY;Parking Ch?teau de Guedelon 89520 TREIGNY;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.5812445,3.1558136;Treigny-Perreuse-Sainte-Colombe;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7718
IRVE SDEY;24 Rue du Champ du Cerf 89100 SUBLIGNY;2;22.0;semi-rapide;payant;24/24 7/7 jours;48.15891118,3.19294184;Subligny;CHER;CENTRE-VAL DE LOIRE;;B7719
IRVE SDEY;Rue Haute des Fosses 89430 TANLAY;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.8474925,4.0849445;Tanlay;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7720
IRVE SDEY;Parking Espace Culturel 89470 MONETEAU;2;50.0;semi-rapide;payant;24/24 7/7 jours;47.8479239,3.5804025;Monéteau;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7721
IRVE SDEY;Place du 11 novembre 89220 BLENEAU;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.6989973,2.9467356;Bléneau;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7722
IRVE SDEY;13 Route de Joigny 89710 SENAN;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.9125884,3.35926831;Senan;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7723
IRVE SDEY;Mairie 89400 LAROCHE ST CYDROINE;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.9640548,3.4837216;Laroche-Saint-Cydroine;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7724
IRVE SDEY;6 Grande Rue 89320 ARCES DILO;2;22.0;semi-rapide;payant;24/24 7/7 jours;48.09110535,3.59796211;Arces-Dilo;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7725
IRVE SDEY;Echangeur A6 Sur Cd945 89116 SEPEAUX ST ROMAIN;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.93862015,3.24322849;Sépeaux-Saint Romain;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7726
IRVE SDEY;Place du Bicentenaire 89200 SAUVIGNY LE BOIS;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.5152884,3.9398107;Sauvigny-le-Bois;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7727
IRVE SDEY;Place de la Poste 89130 LEUGNY;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.6836009,3.3753439;Leugny;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7728
IRVE SDEY;Parking Poids Lourds 89250 HAUTERIVE;2;50.0;semi-rapide;payant;24/24 7/7 jours;47.92888636,3.60951036;Hauterive;ORNE;NORMANDIE;;B7729
IRVE SDEY;Grande Rue 89740 GLAND;2;22.0;semi-rapide;payant;24/24 7/7 jours;47.82238,4.21;Gland;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7730
borneplus;Place de l'Eglise - DOMATS;2;22.0;semi-rapide;gratuit;24/24 7/7 jours;48.1136468764,3.0665264975;Domats;YONNE;BOURGOGNE-FRANCHE-COMTE;;B7731
Mouv'Oise;Rue de la gare 60650 Lachapelle aux Pots;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.4442,1.90068;Lachapelle-aux-Pots;OISE;HAUTS-DE-FRANCE;;B7732
Mouv'Oise;9 allée des Arcades 60260 Lamorlaye;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.1547,2.4415;Lamorlaye;OISE;HAUTS-DE-FRANCE;;B7733
Mouv'Oise;4 rue du 8 Mai 1945 60740 Saint-Maximin;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.2214,2.44549;Saint-Maximin;GARD;OCCITANIE;;B7734
Mouv'Oise;35 rue Albert Thomas 60870 Villers-Saint-Paul;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.2911,2.50008;Villers-Saint-Paul;OISE;HAUTS-DE-FRANCE;;B7735
Mouv'Oise;51 route Nationale 60110 Amblainville;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.2017,2.11993;Amblainville;OISE;HAUTS-DE-FRANCE;;B7736
Mouv'Oise;114 rue du Moulin 60240 Fleury;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.2415,1.96835;Fleury;PAS-DE-CALAIS;HAUTS-DE-FRANCE;;B7737
Mouv'Oise;Rue des Vergers 60128 Plailly;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.1062,2.59313;Plailly;OISE;HAUTS-DE-FRANCE;;B7738
Mouv'Oise;23 rue de Compiègne 60280 Venette;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.4154,2.80243;Venette;OISE;HAUTS-DE-FRANCE;;B7739
Mouv'Oise;4 rue du 8 Mai 1945 60740 Saint-Maximin;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.2214,2.44549;Saint-Maximin;OISE;HAUTS-DE-FRANCE;;B7740
Mouv'Oise;Place Pierre Semard 60250 Mouy;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.3204,2.3253;Mouy;OISE;HAUTS-DE-FRANCE;;B7741
Mouv'Oise;Rue des Vergers 60128 Plailly;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.1062,2.59313;Plailly;OISE;HAUTS-DE-FRANCE;;B7742
Mouv'Oise;453 Place Charles de Gaulle 60230 Chambly;2;22.0;semi-rapide;Gratuit;24/24 7/7 jours;49.1656,2.24686;Chambly;OISE;HAUTS-DE-FRANCE;;B7743
E Born;Avenue Docteur Pravaz 38480 LE PONT DE BEAUVOISIN;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.5346056,5.6714725;Le Pont-de-Beauvoisin;SAVOIE;AUVERGNE-RHONE-ALPES;;B7744
E Born;Place du Jeu de Paume 38270 BEAUREPAIRE;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.339064,5.056977;Beaurepaire;OISE;HAUTS-DE-FRANCE;;B7745
E Born;Parking du Sanctuaire 38970 LA SALETTE FALLAVAUX;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.85874056,5.976983;La Salette-Fallavaux;ISERE;AUVERGNE-RHONE-ALPES;;B7746
E Born;Avenue Henri Bergson 38080 L ISLE D ABEAU;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.620986,5.218946;L'Isle-d'Abeau;ISERE;AUVERGNE-RHONE-ALPES;;B7747
E Born;Place De La Liberation 38140 RIVES;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.350166,5.503642;Rives;LOT-ET-GARONNE;NOUVELLE-AQUITAINE;;B7748
E Born;Parking public - RD8A 38650 GRESSE EN VERCORS;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.902538,5.56859;Gresse-en-Vercors;ISERE;AUVERGNE-RHONE-ALPES;;B7749
E Born;Place G?rard Clet 38880 AUTRANS MEAUDRE EN VERCORS;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.1274889,5.527525;Autrans-Méaudre en Vercors;ISERE;AUVERGNE-RHONE-ALPES;;B7750
E Born;Parking Place Du Moulin 38930 CLELLES;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.826436,5.622193;Clelles;ISERE;AUVERGNE-RHONE-ALPES;;B7751
E Born;Parking Mairie - RD 59 38650 TREFFORT;2;22.0;semi-rapide;payant;24/24 7/7 jours;44.907212,5.671319;Treffort;ISERE;AUVERGNE-RHONE-ALPES;;B7752
E Born;Avenue Jules Ravat 38500 VOIRON;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.368226,5.588077;Voiron;ISERE;AUVERGNE-RHONE-ALPES;;B7753
E Born;Rue P. Saras 38220 LIVET ET GAVET;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.0906,5.902;Livet-et-Gavet;ISERE;AUVERGNE-RHONE-ALPES;;B7754
E Born;Parking Place Rue Centrale 38260 FARAMANS;2;22.0;semi-rapide;payant;24/24 7/7 jours;45.393603,5.165616;Faramans;ISERE;AUVERGNE-RHONE-ALPES;;B7755
